timestamp,open,high,low,close,volume
2022-04-01,1700.0,2765.0,1576.1,1611.9,3334.711
2022-04-02,1611.9,1706.0,1550.3,1563.1,1040.967
2022-04-03,1570.5,1577.7,1481.5,1518.2,498.862
2022-04-04,1510.5,1570.0,1435.1,1512.1,375.108
2022-04-05,1512.1,1614.5,1456.0,1458.3,912.566
2022-04-06,1462.8,1498.9,1400.1,1424.5,232.549
2022-04-07,1425.5,1452.0,1383.0,1441.3,223.396
2022-04-08,1442.6,1459.9,1358.2,1370.4,169.524
2022-04-09,1370.8,1489.0,1363.3,1406.1,153.771
2022-04-10,1402.8,1455.0,1381.0,1397.3,134.382
2022-04-11,1397.4,1787.7,1369.0,1371.5,3682.139
2022-04-12,1379.7,1559.2,1369.8,1491.8,2032.656
2022-04-13,1494.1,1617.8,1459.0,1529.0,820.886
2022-04-14,1528.9,1583.0,1437.6,1459.1,291.961
2022-04-15,1459.1,1522.0,1440.0,1483.0,98.501
2022-04-16,1482.4,1510.0,1415.0,1468.9,133.127
2022-04-17,1469.2,1493.4,1411.4,1436.6,92.727
2022-04-18,1434.1,1501.0,1407.2,1482.2,130.321
2022-04-19,1480.3,1557.8,1468.4,1493.1,161.265
2022-04-20,1496.6,1581.0,1482.0,1514.3,155.053
2022-04-21,1512.6,1585.0,1485.8,1494.9,120.707
2022-04-22,1499.5,1550.0,1442.6,1449.7,107.615
2022-04-23,1449.3,1464.1,1416.3,1418.4,45.24
2022-04-24,1416.3,1435.6,1380.0,1384.2,74.738
2022-04-25,1383.9,1411.8,1318.3,1411.8,137.596
2022-04-26,1405.2,1450.0,1310.3,1335.6,124.426
2022-04-27,1336.0,1399.9,1325.6,1370.6,84.995
2022-04-28,1377.0,1474.0,1370.8,1425.2,173.191
2022-04-29,1425.5,1470.0,1317.9,1324.3,127.222
2022-04-30,1322.6,1407.7,1156.1,1169.2,151.32
2022-05-01,1164.9,1370.4,1160.0,1321.2,431.621
2022-05-02,1322.4,1359.0,1236.9,1257.2,139.57
2022-05-03,1262.5,1281.4,1196.2,1200.0,92.716
2022-05-04,1199.6,1308.9,1199.6,1292.8,80.333
2022-05-05,1292.8,1298.6,1180.0,1191.3,180.414
2022-05-06,1195.5,1207.3,1170.3,1192.9,140.358
2022-05-07,1193.4,1203.9,1099.7,1104.6,124.816
2022-05-08,1101.1,1119.9,959.8,1015.4,674.455
2022-05-09,1019.1,1048.9,725.0,803.1,1085.606
2022-05-10,802.0,887.0,765.8,786.0,800.112
2022-05-11,786.3,806.7,494.0,526.7,1648.485
2022-05-12,528.4,561.1,388.1,404.2,1422.139
2022-05-13,404.4,516.7,402.6,421.6,1857.609
2022-05-14,420.6,466.0,388.5,456.1,778.147
2022-05-15,459.7,993.3,436.2,747.1,8276.61
2022-05-16,752.5,1039.9,685.5,732.9,15239.951
2022-05-17,732.9,815.0,706.4,728.3,1637.847
2022-05-18,728.2,959.0,627.1,635.1,4700.003
2022-05-19,635.0,688.5,596.0,671.7,1101.651
2022-05-20,670.4,672.2,598.2,626.0,754.108
2022-05-21,625.9,759.0,613.6,680.8,1342.798
2022-05-22,680.4,704.9,664.8,691.6,689.875
2022-05-23,691.7,739.8,670.6,673.8,669.961
2022-05-24,674.3,705.9,647.0,694.5,249.254
2022-05-25,692.1,709.9,647.1,664.3,657.475
2022-05-26,664.4,673.7,576.6,601.0,600.441
2022-05-27,606.2,608.1,562.3,570.3,423.618
2022-05-28,573.8,619.1,563.1,602.8,339.21
2022-05-29,602.8,618.8,590.5,612.3,279.152
2022-05-30,610.4,680.0,602.7,648.0,720.867
2022-05-31,645.6,652.3,612.3,632.7,404.151
2022-06-01,632.8,642.3,527.2,570.1,392.31
2022-06-02,566.6,594.7,562.2,584.3,234.282
2022-06-03,584.3,594.2,540.8,553.4,368.183
2022-06-04,548.6,873.1,539.1,767.6,8918.915
2022-06-05,768.3,859.9,681.1,709.8,24330.847
2022-06-06,709.9,750.0,680.1,688.9,3648.232
2022-06-07,691.5,691.5,615.0,643.8,1611.648
2022-06-08,643.0,652.2,602.0,610.1,1241.631
2022-06-09,610.1,641.9,600.6,605.3,648.933
2022-06-10,606.0,609.2,571.4,582.0,718.118
2022-06-11,581.0,695.3,563.5,599.8,4294.19
2022-06-12,600.2,619.1,545.6,546.3,1508.274
2022-06-13,550.3,551.5,414.8,427.0,3545.345
2022-06-14,427.1,439.5,374.3,408.6,3504.854
2022-06-15,410.0,428.0,360.3,421.8,3526.442
2022-06-16,421.7,434.0,356.4,356.5,2909.147
2022-06-17,357.6,373.8,352.6,358.6,2210.093
2022-06-18,358.7,359.6,288.3,314.7,3501.626
2022-06-19,312.9,440.0,292.2,351.4,4516.726
2022-06-20,351.4,509.7,325.1,414.6,25293.454
2022-06-21,413.0,480.0,390.5,396.2,10956.509
2022-06-22,397.8,408.7,379.5,384.5,3398.149
2022-06-23,383.6,404.4,375.7,394.4,2495.272
2022-06-24,394.4,582.2,385.9,462.8,21322.112
2022-06-25,463.3,500.0,423.4,444.5,5727.966
2022-06-26,443.7,482.2,422.1,423.7,4013.916
2022-06-27,424.1,508.7,423.0,440.0,7712.988
2022-06-28,440.1,453.2,399.1,402.5,2020.158
2022-06-29,402.9,450.0,386.5,396.9,2944.304
2022-06-30,397.0,427.6,373.2,393.3,2552.835
2022-07-01,393.4,487.7,380.2,400.0,7143.864
2022-07-02,400.5,415.2,389.7,411.6,2068.203
2022-07-03,411.5,417.9,394.9,407.8,1594.039
2022-07-04,407.0,425.0,400.0,419.6,2080.908
2022-07-05,418.7,429.1,399.4,409.1,1993.074
2022-07-06,410.1,429.0,401.3,422.3,1542.722
2022-07-07,422.3,440.6,412.2,433.2,2236.154
2022-07-08,433.7,460.3,422.2,426.0,3499.765
2022-07-09,425.7,441.1,424.6,430.6,1074.831
2022-07-10,430.3,431.1,395.0,406.4,974.094
2022-07-11,407.4,411.3,387.0,388.8,862.055
2022-07-12,388.6,464.4,379.4,391.5,8697.529
2022-07-13,391.5,445.0,380.0,403.9,6363.352
2022-07-14,403.8,409.9,390.5,402.8,2101.378
2022-07-15,402.6,424.2,397.3,415.9,2103.928
2022-07-16,415.5,420.5,403.0,414.8,1226.24
2022-07-17,414.8,425.6,408.8,410.4,1167.535
2022-07-18,410.2,443.5,405.0,436.6,2037.366
2022-07-19,434.8,461.0,424.6,442.2,2457.834
2022-07-20,442.6,445.1,410.0,417.4,2565.446
2022-07-21,419.6,425.1,400.0,421.5,1073.346
2022-07-22,421.0,441.4,412.0,420.4,1283.111
2022-07-23,419.9,428.5,410.8,421.7,997.448
2022-07-24,422.4,427.9,416.9,420.5,584.444
2022-07-25,420.2,422.1,399.2,400.3,684.24
2022-07-26,400.6,402.9,384.4,398.6,578.036
2022-07-27,398.9,421.4,395.1,417.8,1079.766
2022-07-28,417.9,455.3,413.2,433.5,2615.321
2022-07-29,433.2,462.3,425.1,449.9,2882.607
2022-07-30,449.0,487.8,436.0,441.9,3392.605
2022-07-31,441.7,523.0,436.7,446.3,5932.471
2022-08-01,446.2,473.7,437.5,462.4,1654.11
2022-08-02,459.7,480.9,438.1,454.5,1433.713
2022-08-03,454.5,484.0,447.3,462.9,1247.99
2022-08-04,463.9,484.9,453.9,459.6,1241.054
2022-08-05,460.2,484.3,458.2,474.2,965.859
2022-08-06,474.3,496.0,468.2,482.5,1054.178
2022-08-07,480.8,530.0,472.2,478.3,3825.338
2022-08-08,478.4,492.1,476.0,483.6,1039.827
2022-08-09,483.4,489.7,453.0,465.0,625.238
2022-08-10,463.2,477.9,451.0,470.3,818.08
2022-08-11,471.0,483.0,462.0,471.9,727.604
2022-08-12,472.6,481.5,462.4,477.1,554.417
2022-08-13,477.1,488.0,474.8,477.2,535.283
2022-08-14,477.8,484.0,465.0,466.4,370.869
2022-08-15,466.5,478.3,453.4,456.9,397.03
2022-08-16,456.4,461.6,451.4,454.6,285.728
2022-08-17,455.8,464.7,337.7,425.0,817.464
2022-08-18,423.6,439.7,417.0,419.5,336.873
2022-08-19,419.3,421.0,372.6,389.7,931.225
2022-08-20,388.3,403.2,375.4,384.6,580.204
2022-08-21,384.9,406.7,384.6,404.4,347.836
2022-08-22,403.7,404.0,381.7,401.0,292.098
2022-08-23,401.1,409.2,388.0,407.0,343.972
2022-08-24,407.3,415.0,394.9,403.7,883.793
2022-08-25,404.8,420.0,403.4,418.1,310.269
2022-08-26,417.8,417.8,381.1,388.4,792.139
2022-08-27,387.3,406.3,387.0,388.9,542.771
2022-08-28,388.9,394.3,380.0,380.1,222.016
2022-08-29,380.9,398.2,374.7,396.8,321.043
2022-08-30,397.8,407.4,385.9,388.2,396.192
2022-08-31,388.3,402.3,383.1,383.2,303.193
2022-09-01,384.0,389.8,375.8,389.5,428.479
2022-09-02,389.5,405.0,376.7,383.9,1091.003
2022-09-03,384.2,384.2,378.0,382.1,250.252
2022-09-04,382.0,388.4,380.0,386.4,183.621
2022-09-05,385.9,387.5,379.0,383.2,240.157
2022-09-06,383.0,392.0,353.4,353.4,846.936
2022-09-07,354.7,375.2,350.2,372.6,430.2
2022-09-08,373.0,378.7,363.5,371.9,414.089
2022-09-09,371.9,386.9,371.4,385.0,625.78
2022-09-10,384.2,405.0,381.8,402.1,779.729
2022-09-11,402.5,409.0,386.7,390.9,680.643
2022-09-12,390.9,394.9,377.9,381.0,549.067
2022-09-13,380.8,386.2,360.1,360.7,613.945
2022-09-14,362.4,366.8,353.2,359.6,493.973
2022-09-15,359.9,366.4,344.0,348.3,367.976
2022-09-16,347.5,357.1,346.6,354.5,375.179
2022-09-17,356.0,373.6,355.4,370.9,475.593
2022-09-18,370.9,374.0,341.2,346.3,663.887
2022-09-19,346.5,352.9,335.5,350.6,352.09
2022-09-20,349.1,358.9,339.2,343.9,680.614
2022-09-21,343.2,356.3,333.0,337.5,336.091
2022-09-22,337.2,352.5,335.0,349.6,325.886
2022-09-23,349.5,354.4,336.9,345.0,299.371
2022-09-24,345.5,351.2,340.9,344.0,183.654
2022-09-25,344.2,349.3,338.0,340.9,94.014
2022-09-26,341.7,344.9,334.3,343.0,265.367
2022-09-27,344.3,352.7,333.4,336.7,642.612
2022-09-28,336.5,340.2,327.0,336.9,439.176
2022-09-29,338.1,344.7,335.0,340.6,368.223
2022-09-30,340.8,344.6,335.0,337.5,345.166
2022-10-01,337.6,339.5,332.2,334.1,316.647
2022-10-02,334.3,360.0,330.4,331.4,1855.502
2022-10-03,331.2,336.1,326.7,332.9,247.659
2022-10-04,332.8,341.9,332.8,339.3,244.859
2022-10-05,339.3,340.6,330.2,335.2,270.355
2022-10-06,335.4,337.1,329.4,331.4,340.385
2022-10-07,331.9,348.4,328.2,336.5,982.841
2022-10-08,335.4,348.0,333.1,335.6,1442.925
2022-10-09,334.5,338.0,333.2,336.3,267.786
2022-10-10,336.3,337.7,324.4,324.8,402.667
2022-10-11,324.6,324.6,314.5,314.7,362.068
2022-10-12,314.7,319.7,313.8,316.6,258.241
2022-10-13,316.9,316.9,287.9,307.9,960.175
2022-10-14,307.0,321.5,306.9,309.3,348.332
2022-10-15,310.9,329.6,307.0,312.8,1285.861
2022-10-16,312.9,332.2,312.7,327.1,918.796
2022-10-17,324.6,329.2,319.3,326.7,339.457
2022-10-18,325.1,328.3,312.7,317.5,361.711
2022-10-19,316.6,317.8,309.8,311.1,229.024
2022-10-20,311.1,325.7,311.0,315.6,1645.402
2022-10-21,316.0,316.1,304.8,314.5,411.642
2022-10-22,315.2,613.3,311.4,416.1,52391.978
2022-10-23,417.4,418.4,350.0,357.6,7809.082
2022-10-24,357.5,374.7,334.3,338.4,4245.048
2022-10-25,337.9,359.6,335.5,351.4,3586.696
2022-10-26,351.0,358.8,340.2,343.8,3244.32
2022-10-27,343.8,435.0,343.4,359.4,10835.742
2022-10-28,360.0,390.1,356.6,366.1,3584.065
2022-10-29,366.2,374.3,362.0,369.9,1624.25
2022-10-30,369.5,373.8,361.5,363.6,858.572
2022-10-31,363.6,442.0,357.0,375.0,7891.619
2022-11-01,375.1,387.5,370.0,379.9,1768.361
2022-11-02,377.9,404.6,372.1,373.6,1370.65
2022-11-03,373.7,406.0,372.8,390.7,1906.244
2022-11-04,390.7,414.9,387.9,402.4,1361.865
2022-11-05,402.5,420.0,402.5,411.1,1018.245
2022-11-06,411.8,620.0,409.5,441.3,22840.837
2022-11-07,440.0,519.0,420.3,441.0,10484.552
2022-11-08,442.5,500.0,371.1,405.9,11133.791
2022-11-09,407.5,411.5,330.0,335.3,2945.488
2022-11-10,335.3,384.8,331.3,369.5,3328.088
2022-11-11,369.5,371.9,320.4,334.0,3066.349
2022-11-12,333.3,342.6,316.6,333.5,1728.906
2022-11-13,332.2,342.9,320.5,329.7,1683.763
2022-11-14,329.7,338.2,315.4,326.7,798.07
2022-11-15,326.7,343.0,323.3,332.9,1099.674
2022-11-16,331.7,334.7,314.9,320.4,1876.651
2022-11-17,320.1,329.5,313.9,319.4,1773.595
2022-11-18,319.7,442.2,314.7,358.2,13494.705
2022-11-19,357.8,378.7,341.9,342.2,6812.567
2022-11-20,343.2,366.1,331.0,331.0,3484.499
